Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,ConferenceWins,ConferenceLosses,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Blank,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,X35,X36,X37,X38,Season
248,Purdue NCAA,35,27,8,0.771,20.13,8.79,NA,14,4,NA,15,2,NA,6,4,NA,2790,2393,NA,1415,980,2044,0.479,315,782,0.403,515,680,0.757,344,1322,640,181,87,455,552,2016-2017
249,Quinnipiac,31,10,21,0.323,-9.86,-3.22,NA,7,13,NA,6,8,NA,3,10,NA,2377,2583,NA,1250,848,2008,0.422,228,700,0.326,453,663,0.683,432,1223,447,178,111,448,607,2016-2017
250,Radford,32,14,18,0.438,-11.34,-4.58,NA,8,10,NA,8,6,NA,4,11,NA,2090,2247,NA,1300,745,1802,0.413,247,715,0.345,353,530,0.666,396,1219,393,153,114,470,550,2016-2017
251,Rhode Island NCAA,35,25,10,0.714,12.88,4.62,NA,13,5,NA,13,3,NA,7,5,NA,2577,2288,NA,1405,916,2019,0.454,217,653,0.332,528,791,0.668,409,1301,467,227,206,389,725,2016-2017
252,Rice,35,23,12,0.657,0.51,-4.16,NA,11,7,NA,13,6,NA,9,5,NA,2853,2650,NA,1415,946,2048,0.462,326,840,0.388,635,858,0.74,353,1331,484,221,129,524,669,2016-2017
253,Richmond,35,22,13,0.629,5.45,3.28,NA,13,5,NA,12,5,NA,8,6,NA,2596,2520,NA,1410,938,1993,0.471,271,793,0.342,449,630,0.713,236,1078,592,232,67,399,634,2016-2017
254,Rider,33,18,15,0.545,-5.34,-5.28,NA,10,10,NA,7,5,NA,9,9,NA,2498,2500,NA,1325,907,2034,0.446,179,539,0.332,505,752,0.672,421,1331,466,219,119,481,650,2016-2017
255,Robert Morris,33,14,19,0.424,-8.56,-5.13,NA,9,9,NA,6,7,NA,6,12,NA,2125,2238,NA,1325,728,1818,0.4,183,574,0.319,486,750,0.648,363,1139,348,261,80,497,671,2016-2017
256,Rutgers,33,15,18,0.455,3.69,6.22,NA,3,15,NA,10,6,NA,3,10,NA,2163,2215,NA,1325,809,1967,0.411,152,502,0.303,393,631,0.623,480,1319,360,217,153,437,584,2016-2017
257,Sacramento State,31,13,18,0.419,-10.69,-5.58,NA,9,9,NA,8,5,NA,4,10,NA,2204,2303,NA,1260,808,1759,0.459,160,506,0.316,428,657,0.651,306,1100,408,145,135,360,568,2016-2017
258,Sacred Heart,32,13,19,0.406,-10.95,-7.52,NA,8,10,NA,6,8,NA,6,10,NA,2326,2436,NA,1305,832,1882,0.442,200,597,0.335,462,659,0.701,361,1194,459,217,86,516,617,2016-2017
259,Saint Francis (PA),34,17,17,0.5,-8.13,-7.65,NA,11,7,NA,8,6,NA,9,11,NA,2577,2533,NA,1375,943,2021,0.467,277,709,0.391,414,598,0.692,354,1243,472,225,136,491,551,2016-2017
260,Saint Joseph's,31,11,20,0.355,0.14,3.69,NA,4,14,NA,6,8,NA,4,9,NA,2155,2265,NA,1250,755,1808,0.418,174,537,0.324,471,725,0.65,351,1132,352,150,106,371,547,2016-2017
261,Saint Louis,33,12,21,0.364,-6.09,1.85,NA,6,12,NA,10,8,NA,1,10,NA,2026,2288,NA,1330,700,1733,0.404,230,672,0.342,396,597,0.663,279,1093,423,164,95,441,639,2016-2017
262,Saint Mary's (CA) NCAA,34,29,5,0.853,16.75,2.19,NA,16,2,NA,15,2,NA,10,1,NA,2449,1954,NA,1360,892,1797,0.496,293,744,0.394,372,499,0.745,324,1205,563,143,110,365,512,2016-2017
263,Saint Peter's,36,23,13,0.639,1.6,-3.6,NA,14,6,NA,9,5,NA,11,7,NA,2376,2189,NA,1450,825,1891,0.436,288,755,0.381,438,625,0.701,297,1182,440,251,106,398,571,2016-2017
264,Sam Houston State,34,21,13,0.618,-7.55,-6.35,NA,10,8,NA,14,2,NA,5,9,NA,2526,2424,NA,1365,898,2055,0.437,212,671,0.316,518,755,0.686,401,1283,507,239,93,466,758,2016-2017
265,Samford,36,20,16,0.556,-1.87,-3.7,NA,8,10,NA,10,6,NA,8,9,NA,2834,2733,NA,1490,955,2038,0.469,279,707,0.395,645,868,0.743,345,1300,581,222,88,493,678,2016-2017
266,San Diego State,33,19,14,0.576,6.88,1.47,NA,9,9,NA,10,4,NA,3,9,NA,2260,2064,NA,1325,782,1878,0.416,233,736,0.317,463,663,0.698,350,1199,360,227,164,387,572,2016-2017
267,San Diego,31,13,18,0.419,-5.78,0.92,NA,6,12,NA,7,10,NA,6,7,NA,2025,2210,NA,1265,666,1636,0.407,258,741,0.348,435,603,0.721,254,1028,376,121,54,379,600,2016-2017
268,San Francisco,33,20,13,0.606,3.8,0.42,NA,10,8,NA,12,4,NA,5,7,NA,2362,2222,NA,1320,868,1934,0.449,299,855,0.35,327,514,0.636,314,1187,428,220,92,415,639,2016-2017
269,San Jose State,30,14,16,0.467,-2.84,1.74,NA,7,11,NA,9,7,NA,5,8,NA,2195,2245,NA,1205,772,1750,0.441,200,574,0.348,451,643,0.701,283,1015,417,190,124,377,589,2016-2017
270,Santa Clara,33,17,16,0.515,2.69,2.03,NA,10,8,NA,11,6,NA,5,7,NA,2204,2158,NA,1340,778,1784,0.436,318,832,0.382,330,451,0.732,203,980,464,170,65,341,617,2016-2017
271,Savannah State,29,13,16,0.448,-16.04,-8.44,NA,10,6,NA,7,4,NA,6,10,NA,2485,2665,NA,1165,833,2030,0.41,392,1182,0.332,427,659,0.648,358,1169,501,226,94,431,571,2016-2017
272,Seattle,30,13,17,0.433,-8.36,-3.95,NA,5,9,NA,9,7,NA,3,9,NA,2091,2141,NA,1225,713,1646,0.433,260,756,0.344,405,573,0.707,223,1011,476,199,62,436,568,2016-2017
273,Seton Hall NCAA,33,21,12,0.636,12.1,9.25,NA,10,8,NA,12,2,NA,4,6,NA,2417,2323,NA,1335,872,1949,0.447,202,598,0.338,471,733,0.643,439,1311,405,228,82,449,613,2016-2017
274,Siena,34,17,17,0.5,-2,-2.23,NA,12,8,NA,10,4,NA,5,12,NA,2549,2541,NA,1365,899,1989,0.452,186,568,0.327,565,795,0.711,430,1284,460,199,140,476,664,2016-2017
275,South Alabama,32,14,18,0.438,-6.57,-2.9,NA,7,11,NA,10,7,NA,4,10,NA,2286,2322,NA,1300,793,1859,0.427,223,702,0.318,475,725,0.655,337,1108,408,240,119,419,653,2016-2017
276,South Carolina State,31,11,20,0.355,-18.37,-6.61,NA,7,9,NA,6,4,NA,4,14,NA,2167,2486,NA,1250,796,1849,0.431,185,578,0.32,390,564,0.691,320,991,380,154,64,383,594,2016-2017
277,South Carolina Upstate,33,17,16,0.515,-7.64,-5.23,NA,7,7,NA,8,8,NA,7,8,NA,2575,2530,NA,1335,936,2042,0.458,284,821,0.346,419,638,0.657,396,1279,508,179,104,421,545,2016-2017
278,South Carolina NCAA,37,26,11,0.703,17.52,10.16,NA,12,6,NA,15,3,NA,6,5,NA,2707,2414,NA,1505,924,2197,0.421,248,733,0.338,611,874,0.699,464,1346,468,288,142,480,751,2016-2017
279,South Dakota State NCAA,35,18,17,0.514,-2.3,-0.66,NA,8,8,NA,11,3,NA,3,12,NA,2683,2697,NA,1415,881,1938,0.455,318,883,0.36,603,782,0.771,316,1229,459,180,83,453,584,2016-2017
280,South Dakota,34,22,12,0.647,-0.42,-2.08,NA,12,4,NA,13,1,NA,7,7,NA,2639,2513,NA,1365,907,2044,0.444,224,657,0.341,601,852,0.705,355,1268,415,231,115,402,657,2016-2017
281,South Florida,30,7,23,0.233,-7.28,2.39,NA,1,17,NA,6,11,NA,1,11,NA,1945,2235,NA,1205,716,1684,0.425,174,503,0.346,339,516,0.657,328,1053,365,183,115,489,579,2016-2017
282,Southeast Missouri State,33,15,18,0.455,-5.89,-4.28,NA,9,7,NA,10,4,NA,4,11,NA,2460,2464,NA,1330,852,1897,0.449,263,716,0.367,493,664,0.742,289,1024,454,248,63,410,644,2016-2017
283,Southeastern Louisiana,32,16,16,0.5,-7.36,-8.13,NA,9,9,NA,11,3,NA,5,12,NA,2268,2182,NA,1280,796,1770,0.45,215,593,0.363,461,675,0.683,384,1154,455,218,106,512,619,2016-2017
284,Southern California NCAA,36,26,10,0.722,11.48,6.4,NA,10,8,NA,14,3,NA,6,5,NA,2816,2633,NA,1445,975,2139,0.456,283,782,0.362,583,787,0.741,387,1286,550,252,190,398,571,2016-2017
285,SIU Edwardsville,30,6,24,0.2,-12.25,-3.29,NA,1,15,NA,3,10,NA,2,13,NA,2044,2282,NA,1210,687,1686,0.407,142,486,0.292,528,780,0.677,353,1073,305,142,85,436,657,2016-2017
286,Southern Illinois,33,17,16,0.515,1.09,2.65,NA,9,9,NA,11,6,NA,5,9,NA,2260,2289,NA,1340,808,1866,0.433,175,554,0.316,469,674,0.696,348,1114,375,225,128,398,594,2016-2017
287,Southern Methodist NCAA,35,30,5,0.857,18.71,4.45,NA,17,1,NA,18,0,NA,8,3,NA,2599,2100,NA,1400,914,1934,0.473,286,705,0.406,485,696,0.697,416,1335,566,200,117,377,506,2016-2017
288,Southern Mississippi,31,9,22,0.29,-13.4,-2.78,NA,6,12,NA,8,6,NA,1,12,NA,1952,2239,NA,1260,690,1728,0.399,200,655,0.305,372,526,0.707,258,1058,376,145,64,405,527,2016-2017
289,Southern Utah,33,6,27,0.182,-15.58,-5.39,NA,3,15,NA,3,10,NA,2,14,NA,2559,2814,NA,1335,815,2004,0.407,291,815,0.357,638,861,0.741,383,1218,381,185,107,452,803,2016-2017
290,Southern,33,15,18,0.455,-14.48,-11.68,NA,10,8,NA,11,4,NA,4,13,NA,2360,2401,NA,1325,825,1887,0.437,163,510,0.32,547,786,0.696,405,1247,384,184,121,453,635,2016-2017
291,St. Bonaventure,32,20,12,0.625,5.95,1.48,NA,11,7,NA,11,4,NA,5,5,NA,2459,2316,NA,1290,825,1864,0.443,201,577,0.348,608,791,0.769,369,1153,423,230,138,401,668,2016-2017
292,St. Francis (NY),31,4,27,0.129,-19.24,-6.54,NA,2,16,NA,3,10,NA,0,16,NA,1921,2284,NA,1250,650,1871,0.347,221,792,0.279,400,616,0.649,390,1078,287,208,89,379,672,2016-2017
293,St. John's (NY),33,14,19,0.424,6.45,8.39,NA,7,11,NA,9,5,NA,4,9,NA,2534,2598,NA,1320,866,2000,0.433,278,763,0.364,524,724,0.724,337,1136,446,224,197,433,688,2016-2017
294,Stanford,31,14,17,0.452,6.39,8.59,NA,6,12,NA,10,5,NA,1,10,NA,2162,2204,NA,1245,772,1753,0.44,157,490,0.32,461,676,0.682,316,1067,421,211,79,399,604,2016-2017
295,Stephen F. Austin,33,18,15,0.545,-7.01,-5.75,NA,12,6,NA,12,2,NA,4,10,NA,2289,2271,NA,1330,783,1754,0.446,193,605,0.319,530,735,0.721,378,1147,409,223,100,578,716,2016-2017
296,Stetson,32,11,21,0.344,-14.21,-5.45,NA,3,11,NA,7,7,NA,4,13,NA,2471,2654,NA,1285,886,2007,0.441,261,770,0.339,438,665,0.659,274,1128,436,155,71,362,608,2016-2017
297,Stony Brook,32,18,14,0.563,-4.71,-5.05,NA,12,4,NA,10,6,NA,7,8,NA,2215,2204,NA,1280,759,1878,0.404,250,764,0.327,445,617,0.721,358,1108,391,174,102,325,622,2016-2017
298,Syracuse,34,19,15,0.559,13.7,8.47,NA,10,8,NA,17,4,NA,2,8,NA,2594,2416,NA,1370,894,1950,0.458,300,791,0.379,506,685,0.739,363,1183,532,275,159,418,542,2016-2017
299,Temple,32,16,16,0.5,4.84,5.09,NA,7,11,NA,9,7,NA,4,8,NA,2269,2277,NA,1295,808,1916,0.422,287,807,0.356,366,506,0.723,320,1096,464,208,128,365,584,2016-2017
300,Tennessee-Martin,35,22,13,0.629,-4.7,-4.34,NA,10,6,NA,14,2,NA,7,10,NA,2693,2630,NA,1415,966,2066,0.468,287,812,0.353,474,689,0.688,453,1312,555,228,123,528,606,2016-2017
301,Tennessee State,30,17,13,0.567,-1.57,-2.96,NA,8,8,NA,7,5,NA,8,7,NA,2134,2032,NA,1220,744,1680,0.443,170,502,0.339,476,688,0.692,366,1117,339,201,102,452,633,2016-2017
302,Tennessee Tech,32,12,20,0.375,-7.6,-4.17,NA,8,8,NA,7,8,NA,5,11,NA,2317,2340,NA,1300,785,1860,0.422,241,742,0.325,506,715,0.708,356,1144,435,213,115,434,675,2016-2017
303,Tennessee,32,16,16,0.5,11.28,10.18,NA,8,10,NA,11,6,NA,4,7,NA,2383,2335,NA,1285,803,1903,0.422,189,579,0.326,588,807,0.729,388,1206,441,175,146,399,670,2016-2017
304,Texas A&M-Corpus Christi,36,24,12,0.667,-2.97,-5.79,NA,12,6,NA,16,2,NA,7,9,NA,2715,2574,NA,1455,974,2071,0.47,195,588,0.332,572,792,0.722,368,1227,486,337,142,485,703,2016-2017
305,Texas A&M,31,16,15,0.516,10.36,7.97,NA,8,10,NA,11,5,NA,3,7,NA,2176,2102,NA,1240,804,1754,0.458,189,574,0.329,379,584,0.649,401,1193,489,186,173,439,511,2016-2017
306,Texas-Arlington,36,27,9,0.75,5.92,-0.87,NA,14,4,NA,14,1,NA,12,7,NA,2818,2516,NA,1440,999,2168,0.461,310,920,0.337,510,749,0.681,430,1384,566,266,81,472,691,2016-2017
307,Texas Christian,39,24,15,0.615,15.64,10.95,NA,6,12,NA,15,6,NA,4,8,NA,2914,2718,NA,1570,1064,2284,0.466,280,790,0.354,506,738,0.686,453,1404,661,256,175,504,676,2016-2017
308,Texas-El Paso,32,15,17,0.469,-3.13,-2.51,NA,12,6,NA,8,8,NA,5,6,NA,2217,2202,NA,1300,812,1731,0.469,180,517,0.348,413,624,0.662,235,1101,463,172,99,427,618,2016-2017
309,Texas-Rio Grande Valley,32,10,22,0.313,-11.44,-3.68,NA,2,12,NA,7,7,NA,1,14,NA,2505,2665,NA,1305,869,2050,0.424,276,821,0.336,491,685,0.717,382,1180,484,246,82,507,780,2016-2017
310,Texas-San Antonio,33,14,19,0.424,-7.42,-3.03,NA,8,10,NA,11,3,NA,2,15,NA,2178,2291,NA,1320,769,1959,0.393,172,608,0.283,468,703,0.666,425,1293,357,183,62,418,642,2016-2017
311,Texas Southern NCAA,35,23,12,0.657,-6.41,-7.81,NA,16,2,NA,10,0,NA,11,11,NA,2593,2544,NA,1410,866,2017,0.429,205,695,0.295,656,892,0.735,401,1228,411,251,110,407,607,2016-2017
312,Texas State,36,22,14,0.611,-2.23,-4.29,NA,11,7,NA,13,4,NA,5,9,NA,2407,2256,NA,1455,865,1933,0.447,217,657,0.33,460,696,0.661,344,1211,526,237,160,423,642,2016-2017
313,Texas Tech,32,18,14,0.563,14.11,7.86,NA,6,12,NA,16,3,NA,1,9,NA,2346,2146,NA,1300,835,1776,0.47,212,577,0.367,464,633,0.733,299,1050,427,169,98,354,562,2016-2017
314,Texas,33,11,22,0.333,10.99,12.75,NA,4,14,NA,10,7,NA,0,11,NA,2215,2273,NA,1320,810,1846,0.439,181,619,0.292,414,637,0.65,323,1133,376,190,149,443,588,2016-2017
315,Toledo,34,17,17,0.5,1.16,-0.9,NA,9,9,NA,12,4,NA,4,10,NA,2675,2567,NA,1410,944,1966,0.48,262,724,0.362,525,755,0.695,339,1274,551,135,92,447,574,2016-2017
316,Towson,33,20,13,0.606,1.84,-1.28,NA,11,7,NA,12,3,NA,6,8,NA,2447,2285,NA,1335,850,1900,0.447,155,499,0.311,592,868,0.682,445,1305,348,226,118,426,686,2016-2017
317,Troy NCAA,37,22,15,0.595,-0.47,-3.36,NA,10,8,NA,10,4,NA,6,10,NA,2889,2667,NA,1485,982,2153,0.456,311,867,0.359,614,847,0.725,409,1362,484,221,129,462,654,2016-2017
318,Tulane,31,6,25,0.194,-3.98,4.25,NA,3,15,NA,4,10,NA,2,10,NA,2179,2434,NA,1255,751,1856,0.405,221,683,0.324,456,636,0.717,349,1062,398,192,119,420,646,2016-2017
319,Tulsa,32,15,17,0.469,2.45,5.29,NA,8,10,NA,10,5,NA,3,9,NA,2158,2249,NA,1285,701,1673,0.419,234,683,0.343,522,716,0.729,311,1112,362,145,80,473,579,2016-2017
320,UCLA NCAA,36,31,5,0.861,20.67,6.39,NA,15,3,NA,16,1,NA,8,2,NA,3233,2719,NA,1440,1210,2320,0.522,354,872,0.406,459,622,0.738,343,1386,771,212,191,404,583,2016-2017
321,Utah State,32,15,17,0.469,2.9,2.46,NA,7,11,NA,11,5,NA,3,8,NA,2241,2248,NA,1285,790,1713,0.461,234,618,0.379,427,609,0.701,256,1144,466,153,91,391,589,2016-2017
322,Utah Valley,34,17,17,0.5,-1.22,-2.44,NA,6,8,NA,8,5,NA,8,11,NA,2615,2479,NA,1385,886,2028,0.437,300,937,0.32,543,767,0.708,306,1350,530,216,123,522,667,2016-2017
323,Utah,32,20,12,0.625,12.45,4.32,NA,11,7,NA,14,4,NA,5,6,NA,2511,2180,NA,1290,936,1856,0.504,215,609,0.353,424,622,0.682,321,1217,476,195,113,431,539,2016-2017
324,Valparaiso,33,24,9,0.727,3.94,-1.59,NA,14,4,NA,15,2,NA,7,6,NA,2465,2274,NA,1330,848,1912,0.444,217,670,0.324,552,712,0.775,351,1251,422,211,96,425,621,2016-2017
325,Vanderbilt NCAA,35,19,16,0.543,13.69,10.72,NA,10,8,NA,11,5,NA,5,6,NA,2489,2385,NA,1405,815,1896,0.43,346,921,0.376,513,660,0.777,286,1208,450,147,133,430,581,2016-2017
326,Vermont NCAA,35,29,6,0.829,6.67,-3.27,NA,16,0,NA,16,1,NA,11,3,NA,2571,2174,NA,1400,943,1909,0.494,229,621,0.369,456,651,0.7,326,1192,476,199,151,392,555,2016-2017
327,Villanova NCAA,36,32,4,0.889,23.8,9.28,NA,15,3,NA,14,1,NA,9,2,NA,2779,2256,NA,1440,965,1948,0.495,311,843,0.369,538,681,0.79,316,1208,505,259,109,402,515,2016-2017
328,Virginia Commonwealth NCAA,35,26,9,0.743,11.57,3.77,NA,14,4,NA,15,1,NA,7,4,NA,2616,2343,NA,1420,945,2050,0.461,199,602,0.331,527,747,0.705,386,1275,525,263,138,435,728,2016-2017
329,VMI,30,6,24,0.2,-13.91,-1.8,NA,3,15,NA,5,9,NA,1,14,NA,2057,2346,NA,1200,732,1778,0.412,248,786,0.316,345,500,0.69,306,992,356,188,114,395,594,2016-2017
330,Virginia Tech NCAA,33,22,11,0.667,12.77,8.38,NA,10,8,NA,15,2,NA,4,6,NA,2610,2465,NA,1330,887,1813,0.489,290,720,0.403,546,741,0.737,240,1068,497,131,91,398,543,2016-2017
331,Virginia NCAA,34,23,11,0.676,20.63,10.93,NA,11,7,NA,12,4,NA,7,5,NA,2246,1916,NA,1380,839,1823,0.46,232,602,0.385,336,474,0.709,297,1119,473,190,138,324,556,2016-2017
332,Wagner,30,16,14,0.533,-7.13,-7.89,NA,11,7,NA,8,7,NA,8,7,NA,2047,1973,NA,1215,727,1700,0.428,183,552,0.332,410,593,0.691,434,1184,326,146,108,422,616,2016-2017
333,Wake Forest NCAA,33,19,14,0.576,14.19,9.8,NA,9,9,NA,11,3,NA,5,8,NA,2733,2588,NA,1320,923,1955,0.472,268,697,0.385,619,795,0.779,349,1199,512,183,121,389,668,2016-2017
334,Washington State,31,13,18,0.419,0.13,6.87,NA,6,12,NA,9,7,NA,2,7,NA,2179,2376,NA,1245,801,1739,0.461,209,574,0.364,368,487,0.756,199,993,453,130,85,389,502,2016-2017
335,Washington,31,9,22,0.29,2.15,6.82,NA,2,16,NA,7,9,NA,1,11,NA,2368,2513,NA,1245,874,1949,0.448,226,639,0.354,394,602,0.654,401,1161,408,187,171,425,628,2016-2017
336,Weber State,34,20,14,0.588,-2.32,-5.13,NA,12,6,NA,10,3,NA,7,8,NA,2714,2505,NA,1380,908,1866,0.487,312,749,0.417,584,788,0.741,243,1103,443,176,117,380,596,2016-2017
337,West Virginia NCAA,37,28,9,0.757,24.45,9.67,NA,12,6,NA,16,2,NA,6,4,NA,3014,2467,NA,1505,1059,2333,0.454,275,759,0.362,621,907,0.685,534,1387,607,371,176,455,756,2016-2017
338,Western Carolina,32,9,23,0.281,-15.3,-0.7,NA,4,14,NA,6,8,NA,3,13,NA,1965,2347,NA,1280,719,1843,0.39,182,592,0.307,345,528,0.653,397,1158,363,198,75,516,661,2016-2017
339,Western Illinois,28,8,20,0.286,-11,-2.38,NA,5,11,NA,5,8,NA,3,11,NA,2012,2151,NA,1145,711,1633,0.435,254,654,0.388,336,475,0.707,194,968,375,130,124,358,546,2016-2017
340,Western Kentucky,32,15,17,0.469,-5.8,-2.89,NA,9,9,NA,11,3,NA,4,12,NA,2209,2302,NA,1280,777,1767,0.44,214,606,0.353,441,657,0.671,302,1119,397,143,105,388,475,2016-2017
341,Western Michigan,32,16,16,0.5,-0.78,-0.55,NA,11,7,NA,13,2,NA,3,9,NA,2417,2408,NA,1285,863,1915,0.451,209,563,0.371,482,685,0.704,370,1155,414,183,91,399,600,2016-2017
342,Wichita State NCAA,36,31,5,0.861,21.24,2.96,NA,17,1,NA,16,1,NA,9,1,NA,2916,2246,NA,1440,992,2114,0.469,310,769,0.403,622,848,0.733,434,1472,586,235,140,406,676,2016-2017
343,William & Mary,31,17,14,0.548,-0.14,-0.73,NA,10,8,NA,13,1,NA,3,12,NA,2534,2411,NA,1250,887,1808,0.491,283,740,0.382,477,689,0.692,271,1123,543,167,152,388,566,2016-2017
344,Winthrop NCAA,33,26,7,0.788,1.34,-6.12,NA,15,3,NA,13,3,NA,12,3,NA,2615,2322,NA,1350,891,1957,0.455,313,839,0.373,520,725,0.717,316,1224,423,216,169,430,605,2016-2017
345,Wisconsin NCAA,37,27,10,0.73,19.4,9.4,NA,12,6,NA,15,2,NA,5,5,NA,2678,2308,NA,1500,971,2135,0.455,283,788,0.359,453,703,0.644,460,1377,504,250,130,411,602,2016-2017
346,Wofford,33,16,17,0.485,-0.71,-1.08,NA,10,8,NA,11,2,NA,4,10,NA,2593,2479,NA,1350,900,1926,0.467,311,771,0.403,482,619,0.779,323,1105,552,185,71,405,614,2016-2017
347,Wright State,32,20,12,0.625,-1.02,-2.42,NA,11,7,NA,12,4,NA,8,7,NA,2465,2317,NA,1290,817,1819,0.449,285,749,0.381,546,715,0.764,326,1136,472,181,75,474,594,2016-2017
348,Wyoming,38,23,15,0.605,2.83,0.55,NA,8,10,NA,19,3,NA,3,10,NA,2961,2833,NA,1545,986,2265,0.435,369,1055,0.35,620,849,0.73,322,1446,561,195,172,502,783,2016-2017
349,Xavier NCAA,38,24,14,0.632,14.8,11.51,NA,9,9,NA,12,4,NA,4,8,NA,2836,2711,NA,1525,981,2148,0.457,267,775,0.345,607,882,0.688,451,1416,560,228,100,478,711,2016-2017
350,Yale,29,18,11,0.621,0.21,-2.19,NA,9,5,NA,10,3,NA,7,7,NA,2151,2028,NA,1165,769,1644,0.468,208,582,0.357,405,553,0.732,301,1056,452,162,123,377,454,2016-2017
351,Youngstown State,34,13,21,0.382,-9.75,-2.56,NA,5,13,NA,7,7,NA,3,12,NA,2616,2801,NA,1390,981,2230,0.44,250,750,0.333,404,601,0.672,355,1246,513,187,107,406,566,2016-2017
