Rank,School,Games,OverallWins,OverallLosses,WinPct,OverallSRS,OverallSOS,ConferenceWins,ConferenceLosses,HomeWins,HomeLosses,AwayWins,AwayLosses,ForPoints,OppPoints,Blank,Minutes,FieldGoalsMade,FieldGoalsAttempted,FieldGoalPCT,ThreePointMade,ThreePointAttempts,ThreePointPct,FreeThrowsMade,FreeThrowsAttempted,FreeThrowPCT,OffensiveRebounds,TotalRebounds,Assists,Steals,Blocks,Turnovers,PersonalFouls,X35,X36,X37,X38,Season
1,Abilene Christian,29,13,16,0.448,-11.86,-7.1,NA,7,11,NA,9,5,NA,4,11,NA,2009,2073,NA,1180,721,1555,0.464,207,550,0.376,360,543,0.663,222,904,408,210,83,412,631,2016-2017
2,Air Force,33,12,21,0.364,-3.06,1,NA,4,14,NA,11,7,NA,0,11,NA,2411,2477,NA,1335,817,1876,0.436,264,728,0.363,513,715,0.717,310,1149,494,197,57,390,594,2016-2017
3,Akron,36,27,9,0.75,3.59,-1.21,NA,14,4,NA,13,2,NA,7,6,NA,2772,2550,NA,1440,949,2035,0.466,366,984,0.372,508,744,0.683,357,1246,517,198,118,422,653,2016-2017
4,Alabama A&M,29,2,27,0.069,-26.99,-11.09,NA,2,16,NA,1,9,NA,1,18,NA,1794,2255,NA,1175,628,1549,0.405,125,447,0.28,411,614,0.669,299,914,326,100,50,384,526,2016-2017
5,Alabama-Birmingham,33,17,16,0.515,-1.17,-1.83,NA,9,9,NA,11,5,NA,4,8,NA,2369,2316,NA,1330,835,1809,0.462,203,583,0.348,496,674,0.736,321,1188,503,157,160,444,527,2016-2017
6,Alabama State,31,8,23,0.258,-19.75,-10.75,NA,6,12,NA,6,5,NA,1,17,NA,2042,2305,NA,1260,719,1834,0.392,200,674,0.297,404,634,0.637,427,1188,300,150,98,488,629,2016-2017
7,Alabama,34,19,15,0.559,11.29,7.47,NA,10,8,NA,11,6,NA,5,6,NA,2330,2200,NA,1380,809,1909,0.424,225,710,0.317,487,746,0.653,418,1327,390,200,141,474,664,2016-2017
8,Albany (NY),35,21,14,0.6,-0.16,-4.69,NA,10,6,NA,11,5,NA,9,8,NA,2496,2301,NA,1400,907,1941,0.467,192,516,0.372,490,647,0.757,379,1257,444,178,60,416,617,2016-2017
9,Alcorn State,32,18,14,0.563,-12.33,-10.95,NA,13,5,NA,11,2,NA,6,11,NA,2221,2175,NA,1285,800,1866,0.429,222,669,0.332,399,612,0.652,387,1243,425,209,115,452,610,2016-2017
10,American,30,8,22,0.267,-10.3,-3.5,NA,5,13,NA,4,11,NA,4,11,NA,1845,2049,NA,1205,692,1542,0.449,168,529,0.318,293,474,0.618,204,868,339,209,73,396,548,2016-2017
11,Appalachian State,30,9,21,0.3,-8.67,-1.6,NA,4,14,NA,8,6,NA,1,14,NA,2208,2279,NA,1205,749,1781,0.421,251,742,0.338,459,674,0.681,339,1126,414,167,91,414,641,2016-2017
12,Arizona State,33,15,18,0.455,4.02,7.11,NA,7,11,NA,9,7,NA,4,6,NA,2593,2695,NA,1325,888,2047,0.434,328,896,0.366,489,653,0.749,304,1075,430,194,106,344,556,2016-2017
13,Arizona NCAA,37,32,5,0.865,18.25,7.63,NA,16,2,NA,15,1,NA,9,1,NA,2833,2440,NA,1480,977,2048,0.477,244,625,0.39,635,830,0.765,380,1358,501,201,119,413,625,2016-2017
14,Little Rock,32,15,17,0.469,-6.07,-3.8,NA,6,12,NA,9,6,NA,4,9,NA,2188,2185,NA,1290,775,1749,0.443,207,599,0.346,431,582,0.741,305,1058,379,183,120,412,591,2016-2017
15,Arkansas-Pine Bluff,32,7,25,0.219,-22.81,-10.28,NA,6,12,NA,6,6,NA,1,19,NA,1977,2320,NA,1305,695,1725,0.403,208,621,0.335,379,581,0.652,335,1013,334,279,93,578,718,2016-2017
16,Arkansas State,32,20,12,0.625,0.87,-2.1,NA,11,7,NA,12,1,NA,7,9,NA,2346,2211,NA,1285,826,1792,0.461,220,579,0.38,474,743,0.638,352,1169,397,172,83,414,652,2016-2017
17,Arkansas NCAA,36,26,10,0.722,14.04,8.6,NA,12,6,NA,15,3,NA,6,5,NA,2855,2659,NA,1440,997,2165,0.461,233,638,0.365,628,825,0.761,401,1298,497,278,170,428,739,2016-2017
18,Army,32,13,19,0.406,-5.84,-4.1,NA,6,12,NA,9,8,NA,4,10,NA,2324,2340,NA,1295,842,1906,0.442,291,825,0.353,349,533,0.655,317,1213,520,178,61,483,620,2016-2017
19,Auburn,32,18,14,0.563,8.17,7.33,NA,7,11,NA,10,5,NA,6,6,NA,2573,2546,NA,1290,861,1969,0.437,289,789,0.366,562,836,0.672,369,1171,416,234,162,434,668,2016-2017
20,Austin Peay,30,11,19,0.367,-11,-2.32,NA,7,9,NA,5,8,NA,4,11,NA,2331,2515,NA,1215,806,1718,0.469,227,640,0.355,492,695,0.708,245,913,324,171,73,373,547,2016-2017
21,Ball State,34,21,13,0.618,-1.45,-3.57,NA,11,7,NA,11,5,NA,7,7,NA,2677,2567,NA,1380,929,2014,0.461,319,841,0.379,500,696,0.718,335,1281,529,203,118,496,658,2016-2017
22,Baylor NCAA,35,27,8,0.771,19.75,11.87,NA,12,6,NA,15,2,NA,6,4,NA,2550,2228,NA,1400,921,1956,0.471,230,641,0.359,478,661,0.723,451,1329,544,180,166,469,617,2016-2017
23,Belmont,30,23,7,0.767,4.28,-1.69,NA,15,1,NA,12,1,NA,11,4,NA,2302,2078,NA,1205,798,1703,0.469,306,895,0.342,400,521,0.768,254,1057,481,131,80,380,531,2016-2017
24,Bethune-Cookman,32,10,22,0.313,-19.44,-11.21,NA,6,10,NA,7,7,NA,2,13,NA,2275,2490,NA,1315,840,2022,0.415,228,712,0.32,367,554,0.662,397,1135,448,245,96,413,644,2016-2017
25,Binghamton,32,12,20,0.375,-11.99,-5.79,NA,3,13,NA,7,7,NA,4,13,NA,2175,2270,NA,1285,768,1757,0.437,248,685,0.362,391,555,0.705,251,1055,410,167,78,397,545,2016-2017
26,Boise State,32,20,12,0.625,5.52,2.72,NA,12,6,NA,11,3,NA,8,7,NA,2404,2278,NA,1280,811,1802,0.45,253,726,0.348,529,743,0.712,309,1139,387,158,77,409,662,2016-2017
27,Boston College,32,9,23,0.281,2.2,8.08,NA,2,16,NA,8,10,NA,0,9,NA,2320,2508,NA,1280,843,1880,0.448,256,685,0.374,378,556,0.68,292,1119,473,179,87,467,597,2016-2017
28,Boston University,32,18,14,0.563,-2.43,-3.66,NA,12,6,NA,11,5,NA,6,9,NA,2339,2264,NA,1300,817,1844,0.443,274,773,0.354,431,619,0.696,321,1141,449,265,81,444,610,2016-2017
29,Bowling Green State,32,13,19,0.406,-6,-2,NA,7,11,NA,10,7,NA,3,12,NA,2355,2453,NA,1295,832,1957,0.425,220,644,0.342,471,706,0.667,353,1153,390,221,87,408,623,2016-2017
30,Bradley,33,13,20,0.394,-2.84,2.94,NA,7,11,NA,8,7,NA,3,10,NA,2163,2333,NA,1325,731,1722,0.425,217,609,0.356,484,719,0.673,297,1156,372,203,118,499,672,2016-2017
31,Brigham Young,34,22,12,0.647,8.22,1.87,NA,12,6,NA,14,4,NA,5,4,NA,2741,2525,NA,1360,937,2057,0.456,230,668,0.344,637,869,0.733,363,1418,534,224,156,469,657,2016-2017
32,Brown,30,13,17,0.433,-8.55,-4.08,NA,4,10,NA,9,7,NA,4,8,NA,2275,2338,NA,1200,735,1660,0.443,244,665,0.367,561,739,0.759,275,933,399,228,56,430,597,2016-2017
33,Bryant,32,12,20,0.375,-9.69,-5.43,NA,9,9,NA,9,5,NA,2,15,NA,2373,2478,NA,1315,839,1917,0.438,237,701,0.338,458,636,0.72,345,1148,460,218,69,428,680,2016-2017
34,Bucknell NCAA,35,26,9,0.743,5.89,-2.48,NA,15,3,NA,14,2,NA,9,6,NA,2669,2376,NA,1400,942,1961,0.48,286,754,0.379,497,730,0.681,302,1203,510,252,134,466,655,2016-2017
35,Buffalo,32,17,15,0.531,0.92,-1.01,NA,11,7,NA,8,4,NA,8,7,NA,2486,2375,NA,1285,877,1945,0.451,240,727,0.33,492,711,0.692,397,1295,459,181,127,453,735,2016-2017
36,Butler NCAA,34,25,9,0.735,17.7,10.23,NA,12,6,NA,13,3,NA,7,4,NA,2595,2341,NA,1370,906,1898,0.477,261,714,0.366,522,704,0.741,287,1091,453,206,96,346,640,2016-2017
37,Cal Poly,31,11,20,0.355,-10.71,-4.22,NA,6,10,NA,6,6,NA,5,11,NA,2082,2242,NA,1250,726,1800,0.403,258,758,0.34,372,534,0.697,300,1003,322,162,113,333,574,2016-2017
38,Cal State Bakersfield,35,25,10,0.714,3.21,-1.94,NA,12,2,NA,12,1,NA,11,6,NA,2502,2235,NA,1425,895,2035,0.44,229,652,0.351,483,755,0.64,432,1349,507,286,137,519,794,2016-2017
39,Cal State Fullerton,32,17,15,0.531,-7.55,-6.85,NA,10,6,NA,12,4,NA,4,8,NA,2351,2280,NA,1315,821,1850,0.444,196,631,0.311,513,747,0.687,348,1196,387,223,117,465,666,2016-2017
40,Cal State Northridge,30,11,19,0.367,-8.34,-4.13,NA,7,9,NA,7,7,NA,4,8,NA,2341,2440,NA,1200,806,1747,0.461,145,415,0.349,584,801,0.729,295,1052,411,207,90,399,638,2016-2017
41,UC-Davis NCAA,36,23,13,0.639,-5.21,-4.68,NA,11,5,NA,11,0,NA,6,9,NA,2525,2506,NA,1455,873,2008,0.435,221,635,0.348,558,828,0.674,364,1280,461,202,118,513,688,2016-2017
42,UC-Irvine,36,21,15,0.583,0.18,-2.7,NA,12,4,NA,11,2,NA,8,9,NA,2514,2331,NA,1450,915,2062,0.444,265,734,0.361,419,611,0.686,402,1429,460,176,154,481,748,2016-2017
43,UC-Riverside,29,8,21,0.276,-11.39,-3.87,NA,5,11,NA,5,8,NA,3,12,NA,1895,2016,NA,1165,689,1671,0.412,173,553,0.313,344,495,0.695,264,1011,338,198,88,387,572,2016-2017
44,UC-Santa Barbara,28,6,22,0.214,-13.49,-2,NA,4,12,NA,5,8,NA,1,12,NA,1701,1987,NA,1125,622,1651,0.377,154,531,0.29,303,478,0.634,356,1028,338,148,59,341,502,2016-2017
45,University of California,34,21,13,0.618,11.11,6.34,NA,10,8,NA,15,4,NA,3,6,NA,2316,2154,NA,1380,807,1911,0.422,226,664,0.34,476,720,0.661,394,1323,409,165,155,428,656,2016-2017
46,Campbell,37,19,18,0.514,-9.68,-7.59,NA,7,11,NA,11,8,NA,6,9,NA,2653,2605,NA,1490,909,1992,0.456,294,798,0.368,541,720,0.751,291,1219,432,244,151,476,662,2016-2017
47,Canisius,34,18,16,0.529,-2.82,-3.5,NA,10,10,NA,7,7,NA,9,8,NA,2665,2642,NA,1370,943,2066,0.456,309,832,0.371,470,639,0.736,364,1120,601,230,64,446,659,2016-2017
48,Central Arkansas,32,8,24,0.25,-13.04,-3.76,NA,7,11,NA,5,6,NA,3,16,NA,2395,2692,NA,1295,836,1910,0.438,230,613,0.375,493,687,0.718,337,1151,465,178,84,446,606,2016-2017
49,Central Connecticut State,29,6,23,0.207,-17.51,-7.68,NA,4,14,NA,3,9,NA,3,14,NA,1827,2112,NA,1170,675,1602,0.421,146,418,0.349,331,534,0.62,332,966,341,166,68,413,539,2016-2017
50,Central Florida,36,24,12,0.667,9.58,3.69,NA,11,7,NA,15,3,NA,6,6,NA,2414,2202,NA,1445,825,1898,0.435,263,748,0.352,501,758,0.661,389,1471,400,144,145,525,548,2016-2017
51,Central Michigan,32,16,16,0.5,-5.76,-2.63,NA,6,12,NA,10,5,NA,5,9,NA,2826,2807,NA,1295,912,2153,0.424,399,1115,0.358,603,762,0.791,364,1244,362,181,93,362,612,2016-2017
52,Charleston Southern,31,12,19,0.387,-12.28,-6.21,NA,7,11,NA,9,6,NA,3,12,NA,2304,2343,NA,1255,824,1868,0.441,228,669,0.341,428,643,0.666,336,1092,341,176,89,358,620,2016-2017
53,Charlotte,30,13,17,0.433,-5.24,-0.93,NA,7,11,NA,10,5,NA,3,9,NA,2295,2407,NA,1205,800,1803,0.444,237,630,0.376,458,614,0.746,224,979,361,190,94,366,578,2016-2017
54,Chattanooga,31,19,12,0.613,1.1,-2.08,NA,10,8,NA,11,3,NA,7,7,NA,2314,2132,NA,1245,801,1718,0.466,231,667,0.346,481,677,0.71,322,1005,377,241,145,413,570,2016-2017
55,Chicago State,32,6,26,0.188,-16.67,-0.19,NA,1,13,NA,3,7,NA,2,17,NA,2089,2511,NA,1300,739,1923,0.384,212,681,0.311,399,569,0.701,344,1123,360,215,68,440,616,2016-2017
56,Cincinnati NCAA,36,30,6,0.833,18.43,5.49,NA,16,2,NA,18,0,NA,8,3,NA,2674,2208,NA,1450,969,2116,0.458,264,764,0.346,472,688,0.686,437,1328,557,261,173,361,566,2016-2017
57,Citadel,33,12,21,0.364,-12.86,-2.93,NA,4,14,NA,8,8,NA,3,12,NA,2964,3121,NA,1335,980,2357,0.416,397,1165,0.341,607,802,0.757,448,1232,561,306,85,473,737,2016-2017
58,Clemson,33,17,16,0.515,13.22,9.98,NA,6,12,NA,11,6,NA,3,7,NA,2468,2361,NA,1325,871,1939,0.449,239,669,0.357,487,666,0.731,365,1124,414,235,130,354,501,2016-2017
59,Cleveland State,31,9,22,0.29,-6.73,-1.53,NA,5,13,NA,5,6,NA,2,14,NA,2083,2222,NA,1260,745,1838,0.405,219,709,0.309,374,541,0.691,339,1024,327,221,94,405,636,2016-2017
60,Coastal Carolina,39,20,19,0.513,-3.94,-1.48,NA,10,8,NA,15,6,NA,3,12,NA,2833,2858,NA,1570,1021,2416,0.423,318,963,0.33,473,719,0.658,479,1571,467,237,109,508,709,2016-2017
61,Colgate,32,10,22,0.313,-8.47,-3.6,NA,8,10,NA,4,8,NA,6,12,NA,2145,2273,NA,1305,745,1693,0.44,271,732,0.37,384,567,0.677,263,1037,414,164,82,470,603,2016-2017
62,College of Charleston,35,25,10,0.714,3.99,-0.19,NA,14,4,NA,12,2,NA,10,5,NA,2416,2260,NA,1405,804,1862,0.432,220,670,0.328,588,799,0.736,302,1194,355,194,117,364,604,2016-2017
63,Colorado State,36,24,12,0.667,6.03,2.17,NA,13,5,NA,15,5,NA,7,5,NA,2611,2447,NA,1440,879,2070,0.425,257,758,0.339,596,815,0.731,410,1374,397,218,123,392,618,2016-2017
64,Colorado,34,19,15,0.559,9.12,6,NA,8,10,NA,13,4,NA,4,9,NA,2568,2455,NA,1370,888,1993,0.446,250,718,0.348,542,770,0.704,403,1276,474,172,146,410,632,2016-2017
65,Columbia,27,11,16,0.407,-5.67,-3.13,NA,5,9,NA,7,6,NA,4,10,NA,1940,1964,NA,1090,700,1603,0.437,211,584,0.361,329,465,0.708,273,941,418,190,79,347,506,2016-2017
